6	header
postResults v2.0.2	--cr texture,f,p --time 512grains512_tensionX.spectralOut
addCauchy v2.0.2	512grains512_tensionX.txt
addStrainTensors v2.0.2	--left --logarithmic 512grains512_tensionX.txt
addMises v2.0.2	-s Cauchy 512grains512_tensionX.txt
addMises v2.0.2	-e ln(V) 512grains512_tensionX.txt
inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	texture	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(Cauchy)	Mises(ln(V))
610	305.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0305	1.21549227931e-19	6.08169656129e-19	5.75982404133e-20	0.983596306084	2.10064170919e-19	-8.13151629364e-20	5.42101086243e-20	0.987310138967	362.64752072	7.91685296144	1.8096926704	7.55651365698	3.846286738e-07	-5.16167981579	1.73384560663	-5.18116908831	1.27610539882e-06	373.434318268	7.78127897372	1.78541813716	7.78127896856	3.78042010721e-07	-5.09244299435	1.78541811291	-5.09244295461	1.25898820349e-06	0.0300441213484	0.0	0.0	0.0	-0.0165397241535	0.0	0.0	0.0	-0.0127710650292	373.794323708	0.0298790065203
620	310.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.031	-7.45388993584e-20	-8.63126573252e-19	-2.20228566286e-20	0.983328347608	-1.21972744405e-19	-1.4484263398e-19	3.04931861012e-19	0.987104377408	364.560642268	7.9902524877	1.81649101512	7.62079706202	7.2132503065e-07	-5.17715741955	1.73915247708	-5.19703791395	1.28316361264e-06	375.584917294	7.85124915893	1.79174429156	7.85124915417	7.08776418383e-07	-5.10662710456	1.79174426291	-5.10662705761	1.26568260396e-06	0.0305292050348	0.0	0.0	0.0	-0.0168121885584	0.0	0.0	0.0	-0.0129794929536	375.947894874	0.0303641012586
630	315.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0315	4.61632956254e-20	4.4723339615e-19	2.28698895759e-19	0.983060599169	-6.77626357803e-21	-1.541599964e-19	1.49077798717e-19	0.986898738983	366.46464897	8.0623399505	1.82271625471	7.68373121044	9.0445157247e-07	-5.19280625048	1.74390338889	-5.21308035726	1.94402473877e-06	377.728020464	7.91989237608	1.7975026703	7.91989237721	8.88471480654e-07	-5.12097430275	1.79750264266	-5.12097426192	1.91713309739e-06	0.0310140535292	0.0	0.0	0.0	-0.0170845135642	0.0	0.0	0.0	-0.0131878395606	378.09389925	0.0308489638848
640	320.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.032	-8.21621958837e-20	-1.2027867851e-19	4.91279109407e-20	0.982793064012	-6.50521303491e-19	-5.08219768353e-20	-2.71050543121e-20	0.986693220119	368.359596029	8.13313594454	1.82840920698	7.74533876428	6.96657993071e-07	-5.20869235383	1.74813850961	-5.22936270937	1.5723477956e-06	379.86367119	7.98722999408	1.80273387423	7.98723000385	6.8416016354e-07	-5.1355495864	1.80273384803	-5.13554955518	1.55026819072e-06	0.0314986670594	0.0	0.0	0.0	-0.0173566957349	0.0	0.0	0.0	-0.0133961084115	380.2323849	0.0313335942907
650	325.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0325	2.48180653546e-19	-2.11758236814e-20	5.08219768353e-20	0.982525745498	-6.57297567069e-19	3.21872519957e-20	4.33680868994e-19	0.98648781714	370.24554516	8.20269083839	1.83363151897	7.80567064349	8.00468919926e-07	-5.22490889716	1.75191780607	-5.24597848284	9.51331408622e-07	381.991919708	8.05331259109	1.80749900165	8.05331259941	7.85891673678e-07	-5.15044463277	1.80749898185	-5.15044457981	9.37773240443e-07	0.0319830458531	0.0	0.0	0.0	-0.0176287315128	0.0	0.0	0.0	-0.013604303175	382.36340828	0.0318179923532
660	330.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.033	-1.81688567186e-19	2.32087027548e-19	-1.25360876194e-19	0.982258646802	2.84603070277e-19	5.50571415715e-20	-2.57498015965e-19	0.986282526559	372.122560925	8.2710843437	1.83845764092	7.86480554155	8.8983951585e-07	-5.241537878	1.75531327714	-5.2630100996	1.15010367147e-06	384.112819309	8.11821948898	1.81187171719	8.11821949837	8.73393644585e-07	-5.16574003357	1.81187168544	-5.16573999077	1.13347202992e-06	0.0324671901375	0.0	0.0	0.0	-0.0179006175261	0.0	0.0	0.0	-0.0138124273314	384.487030856	0.0323021579636
670	335.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0335	1.65171424715e-19	0.0	8.13151629364e-20	0.981991770697	-1.42301535139e-19	-1.12655381985e-19	5.42101086243e-20	0.986077345294	373.990710321	8.3384211296	1.84296383344	7.92284561423	4.07382166168e-07	-5.25863113595	1.75839850399	-5.28050961564	1.11681412102e-06	386.226425928	8.18205440849	1.81592740729	8.18205442092	3.99742708702e-07	-5.18148659856	1.81592737683	-5.18148655581	1.10043036896e-06	0.0329511001397	0.0	0.0	0.0	-0.0181723508084	0.0	0.0	0.0	-0.014020483953	386.603318319	0.0327860910462
680	340.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.034	-1.37642853929e-19	-4.50621527939e-19	4.06575814682e-20	0.981725119397	6.77626357803e-19	-1.89735380185e-19	5.28548559087e-19	0.985872270813	375.850059908	8.40480840968	1.84721447568	7.97989511329	-1.41572587531e-06	-5.27620412432	1.76123549847	-5.29849262247	-3.10655983338e-06	388.332795182	8.24492344765	1.81972969068	8.24492345528	-1.38879447286e-06	-5.19769925232	1.8197296663	-5.19769921345	-3.06033719371e-06	0.0334347760862	0.0	0.0	0.0	-0.01844392896	0.0	0.0	0.0	-0.0142284755569	388.712336195	0.0332697915762
690	345.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0345	-1.1096131609e-19	4.08269880577e-19	-2.43945488809e-19	0.981458694638	5.21772295509e-19	4.82808779935e-20	-1.08420217249e-19	0.9856673011	377.700677889	8.47034218268	1.85125522741	8.03604735509	-1.18965583218e-06	-5.2942424482	1.76386826544	-5.31694470837	-2.8433285692e-06	390.431984504	8.30692158477	1.82332369597	8.30692159185	-1.16670348112e-06	-5.21436351135	1.82332367294	-5.21436345905	-2.80042874634e-06	0.0339182182035	0.0	0.0	0.0	-0.0187153500656	0.0	0.0	0.0	-0.0144364041389	390.814141503	0.033753259559
700	350.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.035	-1.89311863711e-19	6.73391193067e-19	-1.18584612616e-19	0.981192497644	-4.87890977618e-19	6.43745039913e-20	2.98155597434e-19	0.985462434612	379.542625332	8.53508507137	1.85510991257	8.09136371287	2.2128752436e-07	-5.31271625877	1.76631990419	-5.33583600192	4.52207502e-07	392.524044096	8.3681109665	1.82673301256	8.36811097054	2.1695841856e-07	-5.23144968958	1.8267329825	-5.23144964459	4.45290258453e-07	0.0344014267173	0.0	0.0	0.0	-0.0189866127298	0.0	0.0	0.0	-0.0146442712163	392.908788187	0.0342364950556
710	355.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0355	-1.25360876194e-19	-3.32036915324e-19	1.69406589451e-19	0.980926529156	-4.60785923306e-19	-7.11507675694e-20	-2.30392961653e-19	0.98525767027	381.37595664	8.59905594787	1.8587877942	8.14586394043	2.58054486335e-07	-5.33159303676	1.76859961249	-5.35513387796	4.49041993617e-07	394.609017395	8.42851078407	1.82996687557	8.42851078942	2.52936489095e-07	-5.24892549958	1.82996684269	-5.24892545346	4.42079497522e-07	0.0348844018535	0.0	0.0	0.0	-0.0192577160482	0.0	0.0	0.0	-0.0148520778371	394.996323666	0.0347194981753
720	360.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.036	1.18584612616e-19	-5.98005260762e-19	1.79570984818e-19	0.980660789387	4.54009659728e-19	3.03237795117e-19	2.43945488809e-19	0.985053007552	383.200729499	8.66221599607	1.86229666808	8.19951311593	4.52215383862e-07	-5.35084304893	1.77071515763	-5.37480856758	-7.23286148308e-07	396.68695133	8.48808367399	1.83303306903	8.48808368554	4.4312471758e-07	-5.26676142636	1.83303303851	-5.26676140078	-7.11920635926e-07	0.0353671438373	0.0	0.0	0.0	-0.019528659654	0.0	0.0	0.0	-0.0150598244844	397.07678919	0.0352022690646
730	365.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0365	-2.65968345438e-19	-1.83806149554e-19	-2.94767465644e-19	0.9803952779	-8.80914265144e-20	1.77029885976e-19	4.06575814682e-20	0.984848446579	385.016998775	8.72447339368	1.86564952443	8.25222625322	-1.62803031417e-06	-5.3704416094	1.77267923024	-5.39483527692	-1.55887075123e-06	398.757890028	8.54674038158	1.8359444833	8.54674037572	-1.59486444633e-06	-5.28493295045	1.83594446946	-5.28493290456	-1.53405026958e-06	0.0358496528937	0.0	0.0	0.0	-0.0197994438432	0.0	0.0	0.0	-0.015267510989	399.150222404	0.0356848079298
740	370.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.037	1.01643953671e-20	2.22769665128e-19	-2.84603070277e-19	0.980129993787	-3.59141969636e-19	-1.86347248396e-20	-1.08420217249e-19	0.984643987972	386.824821872	8.78569108551	1.86887618279	8.30387595085	4.95906872122e-07	-5.39036257696	1.77452039788	-5.41518788309	1.2307280883e-06	400.821880343	8.60434744601	1.83873055652	8.60434745797	4.8567096055e-07	-5.30341414389	1.83873051151	-5.30341410573	1.21087601392e-06	0.0363319292474	0.0	0.0	0.0	-0.0200700693929	0.0	0.0	0.0	-0.0154751366739	401.216655762	0.0361671150101
750	375.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0375	5.50571415715e-21	8.13151629364e-20	-4.87890977618e-19	0.979864935911	-4.60785923306e-19	-1.96511643763e-19	1.49077798717e-19	0.984439632531	388.624252529	8.84570634329	1.87201486061	8.35431084213	-1.10974867074e-07	-5.41057078741	1.77627525671	-5.43583108608	1.53896063801e-06	402.878965463	8.66074641439	1.84142896306	8.66074643393	-1.08654430162e-07	-5.32217022647	1.84142892046	-5.32217018754	1.51381634381e-06	0.0368139731227	0.0	0.0	0.0	-0.0203405373146	0.0	0.0	0.0	-0.0156827006794	403.276127363	0.0366491905799
760	380.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.038	2.99849663328e-19	-2.05829006183e-19	6.77626357803e-21	0.979600103239	-4.54009659728e-19	1.6347735882e-19	-1.35525271561e-19	0.98423538099	390.415347037	8.90434792007	1.8751075416	8.40337200859	7.76051971574e-08	-5.43102359485	1.77798378588	-5.45672209946	2.81313493333e-08	404.929191311	8.71577066917	1.84408104915	8.71577067231	7.59616658349e-08	-5.34115908904	1.8440810333	-5.34115904401	2.76658735798e-08	0.0372957847437	0.0	0.0	0.0	-0.0206108485152	0.0	0.0	0.0	-0.0158902022125	405.328668804	0.0371310348942
770	385.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0385	-1.38066370402e-19	6.33580644546e-19	5.08219768353e-20	0.979335495012	-4.87890977618e-19	2.71050543121e-20	2.71050543121e-19	0.984031233803	392.198160162	8.96144637917	1.87820807159	8.45090277691	-3.07687540502e-07	-5.45167236109	1.77969705335	-5.47781210964	-1.52072027693e-07	406.972602343	8.7692555485	1.84673978889	8.76925555655	-3.01088748129e-07	-5.36033276479	1.84673977279	-5.36033271903	-1.49524149411e-07	0.037777364334	0.0	0.0	0.0	-0.0208810036227	0.0	0.0	0.0	-0.0160976407639	407.374311432	0.0376126481855
780	390.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.039	-2.51568785335e-19	-3.9810548521e-19	-3.04931861012e-19	0.979071110821	-1.47722546001e-18	-1.8804131429e-19	8.13151629364e-20	0.983827191076	393.972748687	9.01684006311	1.88138407643	8.49675421857	6.80982739309e-07	-5.47246827002	1.78147909335	-5.49905210073	1.01361598498e-06	409.009245214	8.82104418347	1.84947165726	8.82104419986	6.66195561819e-07	-5.37964315072	1.84947162403	-5.37964311313	9.96422824584e-07	0.0382587121171	0.0	0.0	0.0	-0.0211510029087	0.0	0.0	0.0	-0.0163050161779	409.413089396	0.038094030656
790	395.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0395	-1.76182853029e-19	-2.13452302708e-19	-5.42101086243e-20	0.978806950577	6.64073830647e-19	1.47383732822e-19	-2.98155597434e-19	0.983623252566	395.739162251	9.07037725653	1.88472093516	8.54078721558	-3.3398087973e-07	-5.49336524156	1.78341059098	-5.52039576719	1.47505182513e-08	411.039159282	8.87098960271	1.85236052079	8.87098961025	-3.26639215529e-07	-5.39904487181	1.85236049372	-5.39904483227	1.44972537652e-08	0.0387398283159	0.0	0.0	0.0	-0.0214208463181	0.0	0.0	0.0	-0.0165123286532	411.44503489	0.0385751824877
800	400.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.04	4.74338450462e-20	6.09863722023e-20	3.7947076037e-19	0.978543014478	-6.77626357803e-21	8.47032947254e-20	-1.08420217249e-19	0.983419417773	397.497452915	9.12190619191	1.88832513085	8.58286307302	-4.19426068765e-07	-5.5143189422	1.78559188123	-5.54179858912	4.66979647368e-07	413.062386505	8.91894494612	1.85551091198	8.91894495924	-4.1009389239e-07	-5.41849430599	1.85551086774	-5.41849427949	4.5886474591e-07	0.0392207131533	0.0	0.0	0.0	-0.0216905335026	0.0	0.0	0.0	-0.0167195786501	413.470176513	0.039056103829
810	405.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0405	1.15196480827e-19	5.16690097825e-19	-2.16840434497e-19	0.978279302898	9.01243055879e-19	-1.84653182501e-19	3.1170812459e-19	0.983215685986	399.247664881	9.17127776401	1.89232488454	8.62284596404	-2.40473361224e-07	-5.5352898051	1.78814365322	-5.563220773	-8.35724096038e-08	415.078960788	8.96476611754	1.85904863041	8.96476612545	-2.35058570507e-07	-5.43795254989	1.85904859216	-5.43795252673	-8.21028011032e-08	0.0397013668516	0.0	0.0	0.0	-0.0219600639339	0.0	0.0	0.0	-0.0169267668442	415.488540256	0.0395367948231
820	410.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.041	-1.0503208546e-19	1.3891340335e-19	3.93023287526e-19	0.978015816314	-1.82959116607e-19	-3.1170812459e-19	-2.84603070277e-19	0.9830120564	400.989843045	9.21835811709	1.89686130612	8.66061482795	-8.40862187768e-07	-5.55624647184	1.79119836591	-5.58463078719	4.91031320993e-07	417.088916842	9.00832408017	1.86311202889	9.0083240771	-8.21703713169e-07	-5.45738879471	1.86311199459	-5.45738876274	4.82294808667e-07	0.0401817896328	0.0	0.0	0.0	-0.0222294369779	0.0	0.0	0.0	-0.0171338940068	417.500152381	0.0400172556011
830	415.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0415	2.7443867491e-19	6.33580644546e-19	2.7443867491e-19	0.977752555159	2.71050543121e-20	1.94817577868e-19	-2.71050543121e-20	0.982808528254	402.724032411	9.26305877844	1.90207828057	8.69609158929	-2.57359452138e-07	-5.57718298057	1.79489074716	-5.6060226467	1.95763587951e-07	419.092289576	9.0495342736	1.86784206872	9.04953427463	-2.51427011146e-07	-5.47679719729	1.86784202637	-5.47679716747	1.92239966585e-07	0.0406619817189	0.0	0.0	0.0	-0.0224986520449	0.0	0.0	0.0	-0.0173409608656	419.505043882	0.0404974862984
840	420.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.042	7.62329652529e-21	-2.16840434497e-19	2.77826806699e-19	0.977489519705	-4.26904605416e-19	4.72644384568e-19	-3.52365706058e-19	0.982605100954	404.450279345	9.3053621441	1.90810175481	8.72926484907	1.75716910467e-08	-5.59812661499	1.79933826078	-5.62742375152	-1.66146049391e-07	421.089115406	9.08838144324	1.87336198124	9.08838144306	1.71619576333e-08	-5.49620456049	1.87336193159	-5.49620453289	-1.63121118395e-07	0.0411419433312	0.0	0.0	0.0	-0.0227677087095	0.0	0.0	0.0	-0.0175479679788	421.503253196	0.0409774870626
850	425.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0425	-2.71050543121e-20	5.57347679293e-19	1.45689666928e-19	0.977226710035	-1.08420217249e-19	1.66865490609e-19	1.89735380185e-19	0.982401774096	406.168633601	9.34532996914	1.91501597408	8.76019766632	-9.16940950502e-07	-5.61913524056	1.80461876561	-5.64889226773	-1.05374570203e-06	423.079434365	9.12492783555	1.8797539605	9.12492784275	-8.95315631487e-07	-5.51566768423	1.87975393331	-5.51566766118	-1.03434262876e-06	0.0416216746908	0.0	0.0	0.0	-0.0230366067394	0.0	0.0	0.0	-0.0177549157114	423.494828443	0.0414572580575
860	430.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.043	-6.94567016749e-20	2.77826806699e-19	2.4055735702e-19	0.976964126054	5.42101086243e-19	-2.13452302708e-19	2.03287907341e-19	0.982198547479	407.8791504	9.38308574589	1.92284646606	8.78901070277	-2.03782519415e-07	-5.64028634405	1.81075452118	-5.6705060951	-5.51812374128e-08	425.063292274	9.15929589066	1.88704250752	9.15929588823	-1.98922235523e-07	-5.53526257748	1.88704246716	-5.53526255449	-5.41537467794e-08	0.0421011760186	0.0	0.0	0.0	-0.0233053460843	0.0	0.0	0.0	-0.0179618042225	425.479824237	0.0419367994558
870	435.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0435	1.0503208546e-19	7.64023718423e-19	-3.65918233214e-19	0.97670176763	8.53809210832e-19	-5.53112514557e-19	-1.35525271561e-19	0.981995420915	409.581880075	9.41878627538	1.93156262976	8.81585548338	-5.40739692412e-07	-5.66165840549	1.81771502427	-5.692344162	-1.70035767827e-07	427.040729975	9.19164041932	1.89519703095	9.19164041214	-5.27699075854e-07	-5.55506615992	1.89519700117	-5.55506613595	-1.66834498337e-07	0.0425804475351	0.0	0.0	0.0	-0.023573926732	0.0	0.0	0.0	-0.0181686336579	427.458297042	0.0424161114402
880	440.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.044	-1.19431645563e-19	-6.43745039913e-20	2.64274279543e-19	0.976439634719	5.89534931289e-19	4.06575814682e-20	2.98155597434e-19	0.981792394148	411.276878895	9.45260973072	1.94108455892	8.84090306283	-6.48079070964e-07	-5.68331267755	1.82542338404	-5.7144681193	-4.54858872623e-07	429.011794592	9.22213691404	1.90413859836	9.22213691903	-6.32277655994e-07	-5.57513838648	1.90413855498	-5.57513838912	-4.46201239502e-07	0.0430594894604	0.0	0.0	0.0	-0.0238423485803	0.0	0.0	0.0	-0.0183754042328	429.430305783	0.04289519418
890	445.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0445	-2.32934060495e-19	-4.8111471404e-19	-3.1170812459e-19	0.976177727526	-1.49077798717e-19	1.11808349038e-19	-2.43945488809e-19	0.981589466664	412.964197669	9.48473672486	1.95129820722	8.86432621779	-2.53565668851e-07	-5.70528988995	1.8337709104	-5.73691888181	-1.28613545702e-07	430.976527665	9.25096305735	1.91375486021	9.25096304958	-2.47315945947e-07	-5.5955190321	1.91375480964	-5.59551900893	-1.26138996727e-07	0.0435383020145	0.0	0.0	0.0	-0.0241106112718	0.0	0.0	0.0	-0.0185821164254	431.395903299	0.0433740478249
900	450.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.045	-1.14349447879e-19	1.50094238253e-18	-8.80914265144e-20	0.975916046561	-1.30781887056e-18	-1.43148568086e-19	-4.06575814682e-20	0.981386637633	414.643886	9.51534054674	1.9620725883	8.88629044793	-3.10402655523e-07	-5.72760442342	1.84263326905	-5.75971103991	-2.02847634939e-07	432.93496958	9.27828919895	1.92391695047	9.27828918899	-3.0266973545e-07	-5.61622199989	1.92391689645	-5.61622198051	-1.98902938428e-07	0.0440168854168	0.0	0.0	0.0	-0.0243787141366	0.0	0.0	0.0	-0.0187887710365	433.355141046	0.043852672501
910	455.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0455	-3.38813178902e-19	2.57498015965e-19	-3.72694496792e-19	0.975654592728	2.64274279543e-19	-1.32137139772e-19	-3.7947076037e-19	0.981183905835	416.315990671	9.54458297798	1.97326898017	8.90694998435	-3.22346858261e-07	-5.75024999265	1.85187920664	-5.78283828038	-3.24431371018e-07	434.88715787	9.3042742886	1.93448852719	9.30427427911	-3.14230971882e-07	-5.63724091903	1.93448847256	-5.63724089899	-3.18055354541e-07	0.0444952398866	0.0	0.0	0.0	-0.0246466561002	0.0	0.0	0.0	-0.0189953692649	435.308064602	0.044331068298
920	460.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.046	3.10014058695e-19	-5.45489218032e-19	4.37069000783e-19	0.975393367243	-5.42101086243e-19	1.39760436297e-19	4.74338450462e-19	0.980981269729	417.980556973	9.57260934445	1.98474833998	8.92644326585	-5.13186207307e-07	-5.77320125872	1.86137753751	-5.80627518962	3.54742527575e-07	436.833128604	9.32906106866	1.94533304808	9.32906106296	-5.00129619336e-07	-5.65855074701	1.94533300571	-5.65855075417	3.47697664508e-07	0.0449733656427	0.0	0.0	0.0	-0.0249144357672	0.0	0.0	0.0	-0.0192019126378	437.25471639	0.0448092352802
930	465.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0465	-4.74338450462e-20	-9.96110745971e-19	-1.96511643763e-19	0.975132371575	2.71050543121e-20	-2.71050543121e-20	-3.1170812459e-19	0.980778727515	419.637627892	9.5995440024	1.99638013246	8.94488877647	-4.99064602311e-07	-5.79641843082	1.87100536997	-5.82998169882	-2.75032035091e-07	438.772915535	9.3527716978	1.95632242201	9.35277169328	-4.86235313544e-07	-5.68011229886	1.95632237578	-5.68011228635	-2.69513470039e-07	0.0454512629039	0.0	0.0	0.0	-0.0251820514817	0.0	0.0	0.0	-0.0194084029475	439.195135871	0.0452871734916
940	470.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.047	4.8111471404e-19	-9.96110745971e-19	2.7443867491e-19	0.974871607209	-2.64274279543e-19	5.31936690876e-19	5.42101086243e-20	0.980576277381	421.287244913	9.62548145225	2.00805621867	8.96237685342	-7.58374484489e-07	-5.81985268687	1.88066116718	-5.85390879281	-2.95527207511e-07	440.706550924	9.37549912133	1.9673506078	9.37549911335	-7.38678823309e-07	-5.70187757412	1.9673505582	-5.70187756484	-2.89536530855e-07	0.0459289318884	0.0	0.0	0.0	-0.0254495015694	0.0	0.0	0.0	-0.0196148420003	441.129357513	0.0457648829726
950	475.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0475	1.84653182501e-19	1.16890546721e-18	-5.28548559087e-19	0.974611075439	1.62630325873e-19	3.10861091642e-19	-1.62630325873e-19	0.980373917707	422.929450586	9.65048280795	2.01969557428	8.97896650761	-6.55760669765e-07	-5.84344233779	1.89026903351	-5.87799440354	-2.99211190435e-07	442.63406823	9.39730367088	1.97833821309	9.39730365965	-6.38556875536e-07	-5.72378601016	1.978338163	-5.72378599963	-2.93084234751e-07	0.0464063728142	0.0	0.0	0.0	-0.0257167845505	0.0	0.0	0.0	-0.0198212314081	443.057415425	0.0462423637807
960	480.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.048	-9.74087889342e-20	5.72594272344e-19	1.18584612616e-19	0.97435077712	-5.42101086243e-20	-6.43745039913e-20	1.89735380185e-19	0.980171647315	424.564289499	9.67457976482	2.03124935015	8.99468922034	-8.37530737263e-07	-5.86712016734	1.89978336606	-5.90217093093	-5.34238817546e-07	444.555503131	9.41821696896	1.98923742279	9.41821695973	-8.15337347302e-07	-5.7457716848	1.98923736882	-5.74577167864	-5.23189262063e-07	0.0468835858989	0.0	0.0	0.0	-0.0259838993944	0.0	0.0	0.0	-0.0200275723331	444.979344762	0.046719616011
970	485.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0485	-3.08319992801e-19	-4.92973175302e-19	-3.25260651746e-19	0.974090712424	1.62630325873e-19	-6.32733611599e-19	-3.52365706058e-19	0.979969465721	426.191806878	9.69778352957	2.04269726625	9.00955733373	-9.56975698574e-07	-5.89082150024	1.90918539962	-5.92637330741	-4.93088740561e-07	446.470892055	9.4382506564	2.00002843565	9.43825065357	-9.31365036941e-07	-5.76777122311	2.00002837856	-5.76777122197	-4.82788868773e-07	0.0473605713598	0.0	0.0	0.0	-0.0262508457708	0.0	0.0	0.0	-0.0202338652305	446.895179774	0.0471966398163
980	490.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.049	9.14795583035e-20	-1.13502414932e-19	-1.11808349038e-19	0.973830880766	-5.08219768353e-19	-2.96461531539e-19	2.71050543121e-19	0.979767373208	427.812051398	9.7200967394	2.05404250075	9.02357518911	-7.16728019268e-07	-5.91448834811	1.91847833483	-5.95054318407	-8.13616891693e-07	448.380275133	9.45740801557	2.01071443196	9.45740802008	-6.97358215265e-07	-5.78972785366	2.01071437982	-5.78972785095	-7.96454418845e-07	0.0478373294142	0.0	0.0	0.0	-0.0265176241262	0.0	0.0	0.0	-0.0204401097728	448.804959042	0.0476734354137
990	495.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0495	5.14996031931e-19	1.52465930506e-19	2.0667603913e-19	0.97357128071	7.72494047896e-19	-3.49824607216e-19	5.42101086243e-19	0.979565370922	429.425076205	9.74152670044	2.0652926765	9.03675142855	-6.65432507374e-07	-5.93807367234	1.9276694956	-5.97463324555	-9.39418457246e-07	450.283697277	9.47569685787	2.02130294112	9.47569685632	-6.47273975956e-07	-5.81159557436	2.02130289008	-5.81159557559	-9.19409298348e-07	0.0483138602786	0.0	0.0	0.0	-0.0267842357821	0.0	0.0	0.0	-0.0206463047515	450.708726516	0.0481500030928
1000	500.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.05	-3.8878812279e-19	-1.8804131429e-19	-2.87991202066e-19	0.973311910069	6.77626357803e-19	-1.8211208366e-19	9.08019319457e-19	0.979363460768	431.030935822	9.76209471259	2.07645367326	9.04910766655	-7.16641505194e-07	-5.96154323648	1.93676457503	-5.99860903406	-1.08602535531e-06	452.181204946	9.49313858648	2.03179978222	9.49313858538	-6.96897267031e-07	-5.83334095318	2.03179973048	-5.83334095428	-1.0626705083e-06	0.0487901641694	0.0	0.0	0.0	-0.0270506828332	0.0	0.0	0.0	-0.020852448182	452.606529088	0.0486263432079
1010	505.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0505	-7.62329652529e-20	1.23666810299e-19	2.16840434497e-19	0.973052766062	2.71050543121e-20	1.86347248396e-20	4.06575814682e-19	0.979161645255	432.629687693	9.78183655896	2.0875297313	9.06067883993	-7.56490281195e-07	-5.98487647364	1.94576772379	-6.02244986089	-1.18502424878e-06	454.072847769	9.50976865526	2.0422091669	9.50976865574	-7.35449577463e-07	-5.85494396269	2.04220911456	-5.85494396372	-1.15929720548e-06	0.0492662413029	0.0	0.0	0.0	-0.027316967987	0.0	0.0	0.0	-0.0210585374612	454.498418041	0.049102456164
1020	510.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.051	-3.24413618798e-19	2.67662411332e-19	-2.43945488809e-19	0.972793845489	3.7947076037e-19	-4.09963946471e-19	4.74338450462e-19	0.978959927315	434.221389705	9.8007974641	2.09852151356	9.07150852025	-8.01325543531e-07	-6.00806021595	1.9546797488	-6.04614247954	-1.30386970343e-06	455.958675954	9.5256316513	2.05253180529	9.52563165212	-7.78827640144e-07	-5.8763918319	2.05253175294	-5.87639183264	-1.27529502031e-06	0.0497420918948	0.0	0.0	0.0	-0.0275830943846	0.0	0.0	0.0	-0.0212645695519	456.384446155	0.0495783424021
