6	header
postResults v2.0.2	--cr texture,f,p --time 512grains512_tensionX.spectralOut
addCauchy v2.0.2	512grains512_tensionX.txt
addStrainTensors v2.0.2	--left --logarithmic 512grains512_tensionX.txt
addMises v2.0.2	-s Cauchy 512grains512_tensionX.txt
addMises v2.0.2	-e ln(V) 512grains512_tensionX.txt
inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	texture	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(Cauchy)	Mises(ln(V))
1450	725.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0725	-3.54059771952e-19	-9.14795583035e-19	4.54009659728e-19	0.961832803893	-3.52365706058e-19	-2.47333620598e-19	1.89735380185e-19	0.970413106235	496.587564503	10.2299722619	2.83208197205	9.17438033254	-2.46474688359e-06	-7.13410888601	2.56250763393	-7.19775069028	-2.12712745973e-06	532.034262714	9.8292527318	2.74542088884	9.82925273403	-2.36819997341e-06	-6.91580672882	2.74542086264	-6.91580669272	-2.06203782899e-06	0.06999237182	0.0	0.0	0.0	-0.0389146439485	0.0	0.0	0.0	-0.0300334154305	532.462579757	0.0698327723425
1460	730.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.073	9.50370966819e-19	7.69105916107e-19	1.96511643763e-19	0.961581406286	-1.4501204057e-18	6.40356908124e-19	-1.21972744405e-18	0.970217698763	497.906680873	10.242081875	2.8610518949	9.17856059644	-3.02045658673e-06	-7.17398089121	2.58699269742	-7.23841282607	-2.37219608878e-06	533.694471369	9.83828339733	2.77293670412	9.83828342463	-2.90137378827e-06	-6.95303533758	2.77293668296	-6.95303529096	-2.29913676702e-06	0.0704584636486	0.0	0.0	0.0	-0.0391760516132	0.0	0.0	0.0	-0.0302348009513	534.123832684	0.0702990539463
1470	735.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0735	-6.5390943528e-19	-1.31459513414e-18	-2.03287907341e-20	0.961330172174	-8.2670415652e-19	-7.35224598217e-19	4.06575814682e-19	0.970022434979	499.220176711	10.2552740601	2.89018286336	9.18370229084	-2.91814621312e-06	-7.2149794479	2.61159029115	-7.2802166215	-2.48615212417e-06	535.349963698	9.84834928906	2.80059751846	9.84834932035	-2.8023554529e-06	-6.99134085724	2.8005974774	-6.99134082311	-2.40909028897e-06	0.0709243383367	0.0	0.0	0.0	-0.039437357558	0.0	0.0	0.0	-0.0304360789078	535.78048019	0.070765121858
1480	740.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.074	-3.23566585851e-19	5.42101086243e-20	-2.30392961653e-19	0.961079104465	1.24683249836e-18	-2.67662411332e-19	7.31836466428e-19	0.969827311614	500.52806783	10.2696543759	2.91935059206	9.1898978176	-2.53911708581e-06	-7.25710169601	2.63618799129	-7.32315930421	-2.31478335971e-06	537.000748316	9.8595509613	2.82828283141	9.85955098662	-2.43772121125e-06	-7.03071984174	2.82828279773	-7.03071979978	-2.24257478787e-06	0.0713899960867	0.0	0.0	0.0	-0.0396985586597	0.0	0.0	0.0	-0.0306372525977	537.432534423	0.071230975998
1490	745.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0745	1.79570984818e-19	1.68390149914e-18	1.42301535139e-19	0.960828205832	1.00288700955e-18	-5.20078229614e-19	4.33680868994e-19	0.969632325636	501.830371692	10.2853158433	2.94843850751	9.19722809952	-2.51342875579e-06	-7.30034695691	2.66068054653	-7.36724039212	-2.01553276652e-06	538.646835637	9.87197682617	2.85587971119	9.87197685094	-2.41242085411e-06	-7.07117096246	2.85587967145	-7.07117093261	-1.95226019484e-06	0.0718554371004	0.0	0.0	0.0	-0.0399596520361	0.0	0.0	0.0	-0.0308383250768	539.080009085	0.0716966163067
1500	750.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.075	3.16790322273e-19	1.53482370042e-18	-2.43945488809e-19	0.960577478545	-1.00288700955e-18	-5.29395592034e-19	-6.50521303491e-19	0.969437474426	503.12710945	10.3023424277	2.97735079859	9.20576570042	-2.93051479083e-06	-7.3447228762	2.68498177121	-7.41246776297	-3.88941997975e-06	540.288240071	9.88570650936	2.88329542563	9.88570652499	-2.81200215842e-06	-7.11270095599	2.88329539105	-7.11270095408	-3.76655207753e-06	0.0723206615796	0.0	0.0	0.0	-0.040220635222	0.0	0.0	0.0	-0.0310392989774	540.722922776	0.0721620427577
1510	755.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0755	-3.55753837847e-19	-8.02987233997e-19	-4.60785923306e-19	0.960326924384	-1.59919820442e-18	4.49774494992e-19	7.86046575052e-19	0.969242755888	504.418307388	10.3208002153	3.00601864338	9.21556702762	-2.37343162512e-06	-7.39024678743	2.70902998221	-7.45885898642	-2.29332931972e-06	541.924981565	9.90080239601	2.91046345067	9.90080240627	-2.27684646834e-06	-7.15532593706	2.91046340243	-7.15532588401	-2.22042906491e-06	0.0727856697256	0.0	0.0	0.0	-0.0404815062596	0.0	0.0	0.0	-0.0312401763945	542.361294899	0.0726272553589
1520	760.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.076	6.30192512757e-19	-6.09863722023e-20	0.0	0.960076544572	2.16840434497e-19	-4.77726582251e-19	-3.25260651746e-19	0.969048168455	505.703989009	10.3407605928	3.03438514616	9.2266930503	-3.46626044123e-06	-7.43694277643	2.73277445699	-7.50643868909	-2.34612011918e-06	543.557077147	9.91733188399	2.93732886269	9.91733190791	-3.32432560289e-06	-7.19906854771	2.93732881019	-7.19906849003	-2.27107832706e-06	0.0732504617396	0.0	0.0	0.0	-0.0407422637697	0.0	0.0	0.0	-0.031440958879	543.99514983	0.0730922541767
1530	765.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0765	-4.11658012366e-19	-5.69206140555e-19	-3.52365706058e-19	0.959826339906	7.04731412116e-19	1.74488787134e-19	0.0	0.968853711013	506.984176652	10.3623123167	3.06238592817	9.23921998688	-3.18467185978e-06	-7.48483536896	2.75615784733	-7.55523184399	-2.5742630676e-06	545.184542628	9.93537895007	2.96382954168	9.93537896203	-3.05346150469e-06	-7.24395184065	2.96382949332	-7.24395184506	-2.49141587859e-06	0.0737150378223	0.0	0.0	0.0	-0.0410029068151	0.0	0.0	0.0	-0.0316416475152	545.624505663	0.0735570393078
1540	770.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.077	8.13151629364e-20	1.49077798717e-19	1.01643953671e-19	0.959576310891	-1.38235776992e-18	-1.09267250196e-19	-8.40256683676e-19	0.968659382731	508.258889295	10.385566435	3.08993358198	9.25324378401	-1.98845499122e-06	-7.53395137155	2.77910222085	-7.60526554468	-2.23724927001e-06	546.807390254	9.9550488475	2.98988113599	9.95504887664	-1.90602666618e-06	-7.29000105912	2.98988107171	-7.29000102877	-2.16480685148e-06	0.0741793981743	0.0	0.0	0.0	-0.0412634347625	0.0	0.0	0.0	-0.0318422430965	547.24937987	0.0740216108784
1550	775.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0775	-4.9974943888e-19	-1.14518854469e-18	8.13151629364e-19	0.959326457927	5.14996031931e-19	2.90532300908e-19	-2.16840434497e-19	0.968465182857	509.528137514	10.4106655897	3.11690360975	9.26888813669	-2.2834020329e-06	-7.58431332691	2.80149658224	-7.65656289097	-2.62045701582e-06	548.425623279	9.97647699465	3.01536348068	9.97647701708	-2.18817016592e-06	-7.33723730194	3.01536342374	-7.33723726708	-2.53508974852e-06	0.0746435429958	0.0	0.0	0.0	-0.0415238470872	0.0	0.0	0.0	-0.0320427463352	548.869783776	0.0744859690313
1560	780.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.078	-3.18484388168e-19	1.16551733542e-18	2.10064170919e-19	0.959076781421	7.18283939272e-19	-1.10114283143e-20	2.98155597434e-19	0.96827111065	510.791931408	10.4377739713	3.14313657168	9.28629563381	-2.36900734951e-06	-7.63594192874	2.82319876337	-7.70914494897	-2.40039901989e-06	550.039244454	9.99981931195	3.04012271169	9.99981933958	-2.26960705501e-06	-7.38567986256	3.0401226395	-7.38567981557	-2.32172780631e-06	0.0751074724868	0.0	0.0	0.0	-0.0417841432567	0.0	0.0	0.0	-0.0322431579331	550.485725485	0.0749501139034
1570	785.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0785	-4.4723339615e-19	-1.74827600313e-18	8.19927892942e-19	0.958827281807	2.65629532259e-18	-6.84402621381e-19	-8.94466792301e-19	0.968077165327	512.050279028	10.4670531553	3.16845925625	9.30560608177	-2.54791665366e-06	-7.68885252814	2.84405469043	-7.76302746076	-2.41620154073e-06	551.648254353	10.0252290521	3.06399177219	10.0252290858	-2.44036670873e-06	-7.43534285232	3.06399170065	-7.4353428111	-2.3365367966e-06	0.0755711868471	0.0	0.0	0.0	-0.0420443227101	0.0	0.0	0.0	-0.0324434786358	552.097212386	0.0754140456336
1580	790.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.079	6.23416249179e-19	-1.25360876194e-19	3.18484388168e-19	0.958577959475	-1.42301535139e-18	-3.26107684693e-19	-3.7947076037e-19	0.967883346167	513.303195614	10.4986166662	3.19272157235	9.32691618485	-2.70013438297e-06	-7.74305101598	2.86393138396	-7.81821656902	-2.43497579144e-06	553.252661305	10.0528132958	3.08682609467	10.052813318	-2.58547841952e-06	-7.48623122526	3.08682601922	-7.48623118388	-2.35421305697e-06	0.076034686276	0.0	0.0	0.0	-0.0423043849317	0.0	0.0	0.0	-0.0326437091256	553.704256439	0.0758777643588
1590	795.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0795	6.14945919707e-19	-9.08019319457e-19	2.71050543121e-20	0.958328814684	-2.71050543121e-19	1.33831205666e-19	-5.69206140555e-19	0.967689652582	514.550698191	10.5324903644	3.21581902979	9.35024458836	-2.28501663946e-06	-7.79853017749	2.8827371206	-7.87470520275	-2.95421381769e-06	554.852475591	10.0825950909	3.10852530871	10.0825951174	-2.18741216507e-06	-7.5383372643	3.10852523078	-7.53833720919	-2.85564838524e-06	0.0764979709727	0.0	0.0	0.0	-0.0425643295423	0.0	0.0	0.0	-0.0328438499477	555.306867428	0.0763412702273
1600	800.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.08	-2.47333620598e-19	1.01643953671e-20	2.84603070277e-19	0.958079847456	1.16551733542e-18	-2.03287907341e-20	6.50521303491e-19	0.967496084226	515.792805267	10.568595007	3.23770982912	9.37551659033	-2.72854285399e-06	-7.85527198102	2.90043658042	-7.93247541895	-2.55987881115e-06	556.447709128	10.114496872	3.12904971268	10.1144968974	-2.61130624682e-06	-7.59164280695	3.12904963808	-7.59164276417	-2.47396724268e-06	0.0769610411361	0.0	0.0	0.0	-0.0428241564094	0.0	0.0	0.0	-0.033043901398	556.905051998	0.0768045634076
